,id,type,subtype,price,transactionType,zip,visualisationOption,cuisine_type,constructionYear,condition,heatingType,room_number,atticExists,basementExists,hasSwimmingPool,indoor,outdoor,short_id,company_name,mètres carrés,commune
0,9042129,apartment group,apartment group,336000 - 610000,for sale,1000,xl,No infos,2017.0,,,,False,False,False,1.0,1.0,2575488,we invest real estate,94,Bruxelles
1,9041098,apartment group,apartment group,165000 - 420000,for sale,6001,xl,No infos,2017.0,,,,False,False,False,,,1400721,concept confort sprl,64,Marcinelle
2,9039019,apartment,apartment,1550000,for sale,1050,xl,usa hyper equipped,2017.0,as new,gas,3.0,False,False,False,,1.0,2595964,lecobel vaneau vente neuf,213,Ixelles
3,9043036,apartment,apartment,195000,for sale,9600,xl,installed,2014.0,good,gas,2.0,False,False,False,,,1002634,immo beguin,75,Renaix
4,9042073,apartment,apartment,320000,for sale,1070,xl,usa hyper equipped,2017.0,as new,gas,3.0,False,True,False,1.0,1.0,2916018,sky realty,130,Anderlecht
5,9034494,apartment,apartment,715000,for sale,1950,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,True,False,1.0,1.0,2352,latour et petit vente,126,Kraainem
6,9042950,apartment,triplex,235000,for sale,6010,xl,hyper equipped,2013.0,as new,gas,3.0,False,False,False,,1.0,663882,etimo,149,Couillet
7,8997289,apartment,flat studio,224500,for sale,1180,xl,hyper equipped,1950.0,good,gas,1.0,False,False,False,,,1731013,orientations,52,Uccle
8,9042175,apartment group,apartment group,127000 - 166000,for sale,1160,xl,No infos,1962.0,good,gas,1.0,False,False,False,1.0,1.0,2575488,we invest real estate,19,Auderghem
9,9039433,apartment,apartment,780000,for sale,1180,xl,usa hyper equipped,1962.0,just renovated,gas,3.0,False,True,False,1.0,1.0,1942392,bathim &amp; co,190,Uccle
10,9038896,apartment,apartment,210000,for sale,4430,xl,installed,2020.0,as new,gas,2.0,False,True,False,,1.0,558223,cd consult,77,Ans
11,9038897,apartment,apartment,250000,for sale,4430,xl,installed,2020.0,as new,gas,2.0,False,True,False,,1.0,558223,cd consult,97,Ans
12,8603832,apartment group,apartment group,165000 - 449000,for sale,8710,xl,No infos,1969.0,as new,gas,2.0,False,False,False,,,1600308,dewaele | vastgoed met advies waregem,58,Wielsbeke
13,9039312,apartment,apartment,358000,for sale,9000,xl,installed,1969.0,good,gas,2.0,False,True,False,,,348077,trevi gent,85,Gand
14,9039311,apartment,loft,360500,for sale,2060,xl,installed,1918.0,good,gas,2.0,False,True,False,1.0,,348077,trevi gent,114,Anvers
15,9038507,apartment,duplex,199000,for sale,8370,xl,installed,2004.0,good,gas,2.0,False,True,False,,,2759428,immo marina,87,Blankenberge
16,9037014,apartment,apartment,288000,for sale,1070,xl,usa hyper equipped,1991.0,as new,gas,2.0,False,True,False,,,3672925,No agency,88,Anderlecht
17,9037272,apartment group,apartment group,210000 - 225000,for sale,5170,xl,No infos,2022.0,as new,gas,2.0,False,False,False,,10.0,2164972,century 21 la clé,78,Bois%20de%20Villers
18,9034495,apartment,flat studio,239500,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,0.0,False,False,False,,,2352,latour et petit vente,46,Auderghem
19,9034656,apartment,service flat,320000,for sale,8670,xl,usa hyper equipped,2019.0,as new,gas,1.0,False,False,False,,,1361501,immo la terrasse,57,Sint-Idesbald
20,9035930,apartment,apartment,229000,for sale,1040,xl,usa installed,1975.0,as new,gas,1.0,False,True,False,,,2305,abita agence immobilière scrl,52,Etterbeek
21,9037648,apartment group,apartment group,614000 - 614000,for sale,1020,xl,No infos,2015.0,as new,gas,1.0,False,False,False,,,2019,structura,250,LAKEN
22,9037183,apartment,apartment,265000,for sale,9050,xl,installed,2015.0,as new,gas,1.0,False,False,False,,,2118760,landbergh,76,Gentbrugge
23,9036417,apartment,apartment,169000,for sale,1080,xl,not installed,1960.0,to renovate,gas,2.0,False,True,False,,,2953237,realor  properties,70,Molenbeek-St-Jean
24,9036522,apartment group,apartment group,155000 - 200000,for sale,7180,xl,No infos,1966.0,to renovate,gas,2.0,False,False,False,,,2658049,les viviers properties,61,Seneffe
25,9035995,apartment,apartment,198000,for sale,1500,xl,semi equipped,1966.0,good,gas,2.0,False,True,False,,,989034,pajota halle,87,Halle
26,9033767,apartment,apartment,165000,for sale,6001,xl,hyper equipped,2020.0,as new,gas,1.0,False,True,False,8.0,10.0,1400721,concept confort sprl,64,Marcinelle
27,9040974,apartment,apartment,280000,for sale,9700,xl,installed,2013.0,good,gas,3.0,False,False,False,,1.0,1574509,axel lenaerts makelaars oudenaarde bvba,140,EINE
28,9041253,apartment,apartment,197500,for sale,1030,xl,hyper equipped,1980.0,just renovated,gas,1.0,False,True,False,1.0,,1229100,direct immo,70,Schaerbeek
29,9033790,apartment,apartment,265000,for sale,6001,xl,hyper equipped,2020.0,as new,gas,2.0,False,True,False,7.0,10.0,1400721,concept confort sprl,104,Marcinelle
30,9020689,apartment,apartment,289000,for sale,4000,xl,hyper equipped,1964.0,as new,gas,3.0,False,True,False,1.0,,1987737,No agency,149,Li%C3%A8ge
31,8829165,apartment,apartment,435000,for sale,8300,xl,usa hyper equipped,2009.0,good,gas,2.0,False,True,False,1.0,,204193,immo cauwe,85,Knokke
32,9035334,apartment,apartment,198000,for sale,1190,xl,installed,1960.0,good,gas,1.0,False,True,False,,1.0,2446317,bk &amp; partners,76,Forest
33,9033817,apartment,apartment,320000,for sale,6001,xl,hyper equipped,2020.0,as new,gas,3.0,False,True,False,7.0,10.0,1400721,concept confort sprl,120,Marcinelle
34,9034364,apartment,apartment,235000,for sale,8800,xl,installed,1992.0,as new,gas,3.0,False,False,False,,,2547553,albert vastgoed,141,Roulers
35,9032268,apartment,apartment,198000,for sale,4432,xl,not installed,2016.0,as new,gas,3.0,False,True,False,1.0,1.0,2654558,allen keapler &amp; partners,104,Ans
36,9035045,apartment group,apartment group,199500 - 525000,for sale,9300,xl,No infos,1961.0,as new,gas,3.0,False,False,False,,,3652590,bricks immobiliën,64,Alost
37,9038751,apartment,apartment,220000,for sale,8434,xl,installed,1961.0,good,gas,2.0,False,False,False,,,782997,era la plage,77,Westende
38,9033366,apartment group,apartment group,195000 - 345000,for sale,1470,xl,No infos,2000.0,good,gas,2.0,False,False,False,,,3502806,cedimmo braine-le-château,65,Genappe
39,9033639,apartment,apartment,369000,for sale,1000,xl,hyper equipped,2000.0,as new,gas,2.0,False,True,False,,,713521,mètrecarré,120,Bruxelles%20ville
40,9043230,apartment,penthouse,249000,for sale,2170,xl,installed,1978.0,just renovated,gas,2.0,False,True,False,,1.0,3393240,kasper &amp; kent,125,Merksem
41,9032264,apartment,apartment,230000,for sale,4430,xl,not installed,2016.0,as new,gas,3.0,False,True,False,1.0,1.0,2654558,allen keapler &amp; partners,111,Ans
42,9032265,apartment,penthouse,325000,for sale,4432,xl,installed,2016.0,as new,gas,3.0,False,True,False,1.0,1.0,2654558,allen keapler &amp; partners,150,Ans
43,9014566,apartment,apartment,335500,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,1.0,False,False,False,1.0,,2352,latour et petit vente,70,Auderghem
44,9033233,apartment group,apartment group,176500 - 299000,for sale,7370,xl,No infos,2020.0,as new,gas,1.0,False,False,False,,,774167,enzoimmo sprl,84,Dour
45,9038921,apartment,apartment,328000,for sale,1933,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,True,False,,1.0,2352,latour et petit vente,93,Zaventem%20Sterrebeek
46,8872852,apartment,duplex,345000,for sale,4540,xl,installed,2016.0,as new,gas,4.0,False,True,False,,1.0,999811,engel &amp; völkers liège,218,Amay
47,9040807,apartment,apartment,495000,for sale,1050,xl,hyper equipped,1960.0,good,gas,3.0,False,True,False,,,1607451,emile garcin belgique sprl,120,Ixelles
48,8577833,apartment group,apartment group,426000 - 640000,for sale,1200,xl,No infos,2021.0,good,gas,3.0,False,False,False,,,1364801,victoire (immobilier neuf),97,Woluwe-Saint-Lambert
49,8098994,apartment group,apartment group,365000 - 465000,for sale,1180,xl,No infos,2021.0,good,gas,3.0,False,False,False,1.0,20.0,1364801,victoire (immobilier neuf),93,Uccle
50,8892319,apartment,apartment,430000,for sale,1180,xl,usa hyper equipped,2021.0,as new,gas,2.0,False,True,False,1.0,,2352,latour et petit vente,100,Uccle
51,8892312,apartment,apartment,295000,for sale,1180,xl,usa hyper equipped,2021.0,as new,gas,1.0,False,True,False,1.0,,2352,latour et petit vente,73,Uccle
52,9032356,apartment group,apartment group,625000 - 840000,for sale,1200,xl,No infos,2018.0,as new,gas,1.0,False,False,False,1.0,1.0,2595964,lecobel vaneau vente neuf,164,Woluwe-Saint-Lambert
53,8633426,apartment,apartment,365000,for sale,5100,xl,usa hyper equipped,2018.0,as new,gas,3.0,False,False,False,,1.0,3340066,latour et petit namur vente,162,Jambes
54,8903565,apartment,penthouse,754500,for sale,1200,xl,usa hyper equipped,2021.0,as new,gas,2.0,False,True,False,1.0,1.0,2352,latour et petit vente,159,Woluwe-Saint-Lambert
55,8790883,apartment,apartment,975000,for sale,1000,xl,hyper equipped,2015.0,as new,gas,2.0,False,True,False,,,1731013,orientations,180,Bruxelles%20ville
56,8954649,apartment,apartment,1537000,for sale,1050,xl,hyper equipped,2015.0,as new,gas,2.0,False,True,False,1.0,1.0,2352,latour et petit vente,160,Ixelles
57,9014568,apartment,apartment,501500,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,2.0,False,False,False,1.0,,2352,latour et petit vente,102,Auderghem
58,8062031,apartment group,apartment group,1550000 - 1550000,for sale,1000,xl,No infos,2020.0,as new,gas,2.0,False,False,False,1.0,1.0,1364801,victoire (immobilier neuf),213,Bruxelles
59,9029105,apartment,penthouse,476000,for sale,1130,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,True,False,21.0,21.0,2352,latour et petit vente,148,Bruxelles
60,8892307,apartment,apartment,1839000,for sale,1050,xl,hyper equipped,2015.0,as new,gas,3.0,False,True,False,,,2352,latour et petit vente,203,Ixelles
61,9029104,apartment,penthouse,476000,for sale,1130,xl,usa hyper equipped,2020.0,as new,gas,3.0,False,True,False,21.0,21.0,2352,latour et petit vente,148,Bruxelles
62,9040655,apartment,apartment,400000,for sale,1030,xl,semi equipped,1930.0,good,gas,2.0,False,True,False,,,3671690,No agency,135,Schaerbeek
63,9037084,apartment,penthouse,628500,for sale,1000,xl,hyper equipped,2017.0,as new,gas,2.0,False,True,False,,2.0,3223764,w properties &amp; management,91,Brussels
64,9039426,apartment,apartment,73750,for sale,4520,xl,installed,2009.0,good,gas,2.0,False,True,False,2.0,,2222,trevi rasquain,110,Wanze
65,9040157,apartment,apartment,725000,for sale,8300,xl,installed,2002.0,as new,gas,3.0,False,False,False,,,1759503,liv&#039;immo,102,Knokke
66,9030993,apartment,apartment,250000,for sale,7850,xl,hyper equipped,2007.0,as new,electric,3.0,False,True,False,1.0,,2387267,No agency,101,Enghien
67,8950767,apartment group,apartment group,127000 - 166000,for sale,1160,xl,No infos,1968.0,as new,electric,3.0,False,False,False,,,3637588,promiris,18,Auderghem
68,9042786,apartment,apartment,159000,for sale,1080,xl,installed,1968.0,good,fueloil,1.0,False,True,False,,,76092,immo balcaen,60,Molenbeek-Saint-Jean
69,9041938,apartment,apartment,300000,for sale,1000,xl,usa hyper equipped,2017.0,as new,gas,1.0,False,True,False,,1.0,1355753,j&amp;j properties,77,Bruxelles
70,9031036,apartment group,apartment group,335000 - 399000,for sale,1000,xl,No infos,2008.0,as new,gas,1.0,False,False,False,1.0,,1942392,bathim &amp; co,113,Bruxelles
71,9031244,apartment group,apartment group,361080 - 514080,for sale,1000,xl,No infos,2008.0,as new,gas,1.0,False,False,False,,1.0,1942392,bathim &amp; co,129,Bruxelles
72,9031095,apartment group,apartment group,335000 - 399000,for sale,1070,xl,No infos,2008.0,as new,gas,1.0,False,False,False,,1.0,1942392,bathim &amp; co,113,Anderlecht
73,9031222,apartment group,apartment group,361080 - 514080,for sale,1070,xl,No infos,2008.0,as new,gas,1.0,False,False,False,,1.0,1942392,bathim &amp; co,129,Anderlecht
74,9031347,apartment group,apartment group,550000 - 599000,for sale,1180,xl,No infos,2008.0,as new,gas,1.0,False,False,False,1.0,1.0,2595964,lecobel vaneau vente neuf,137,Uccle
75,9035795,apartment,apartment,525000,for sale,8300,xl,hyper equipped,2008.0,as new,gas,1.0,False,False,True,,1.0,2047719,knokke real estate,70,Knokke-Heist
76,8323945,apartment group,apartment group,225500 - 1340000,for sale,3000,xl,No infos,2006.0,as new,gas,1.0,False,False,False,,,2900422,agre 2 waters,54,Louvain
77,9007296,apartment,duplex,318000,for sale,5060,xl,hyper equipped,2006.0,good,gas,3.0,True,True,False,1.0,100.0,3408125,No agency,118,Auvelais
78,9029300,apartment group,apartment group,218400 - 275600,for sale,1190,xl,No infos,2016.0,good,gas,3.0,False,False,False,,1.0,1942392,bathim &amp; co,71,Forest
79,9029113,apartment group,apartment group,476000 - 476000,for sale,1130,xl,No infos,2016.0,good,gas,3.0,False,False,False,21.0,21.0,1811742,latour et petit immobilier neuf,148,Bruxelles
80,9032267,apartment,apartment,164000,for sale,4432,xl,No infos,2016.0,as new,gas,2.0,False,True,False,1.0,1.0,2654558,allen keapler &amp; partners,82,Ans
81,9040381,apartment,apartment,169000,for sale,8400,xl,No infos,1994.0,good,electric,2.0,False,True,False,,,782997,era la plage,82,Ostende
82,9036413,apartment,apartment,414000,for sale,1200,xl,usa hyper equipped,2020.0,as new,electric,3.0,False,True,False,1.0,1.0,2352,latour et petit vente,105,Woluwe-Saint-Lambert
83,9036128,apartment,loft,299000,for sale,1020,xl,semi equipped,1962.0,as new,gas,2.0,False,False,False,,,2575488,we invest real estate,189,Bruxelles
84,9034249,apartment,apartment,219000,for sale,1070,xl,usa hyper equipped,1972.0,as new,gas,2.0,False,True,False,,,1511552,trianon invest,90,Anderlecht
85,9034493,apartment,apartment,335000,for sale,1140,xl,usa hyper equipped,2021.0,as new,gas,2.0,False,True,False,1.0,,2352,latour et petit vente,110,Evere
86,9028256,apartment,apartment,239000,for sale,1030,xl,semi equipped,1956.0,just renovated,gas,2.0,False,False,False,,,3668229,No agency,66,Schaerbeek
87,9033349,apartment group,apartment group,244000 - 298000,for sale,6032,xl,No infos,1969.0,just renovated,gas,2.0,False,False,False,,,1513,club immobilier,99,Mont-sur-Marchienne
88,9034209,apartment,penthouse,595000,for sale,1180,xl,hyper equipped,1969.0,good,fueloil,3.0,False,True,False,,,3046939,lamy belgium,160,Uccle
89,9036628,apartment,apartment,725000,for sale,8300,xl,installed,2002.0,as new,gas,3.0,False,False,False,,,1759503,liv&#039;immo,102,Knokke
90,9041192,apartment,flat studio,89000,for sale,4460,xl,installed,2006.0,as new,gas,1.0,False,True,False,,,1734807,No agency,46,Grace-Hollogne
91,9028005,apartment,duplex,320000,for sale,1780,xl,installed,1925.0,as new,gas,3.0,False,True,False,,,2575488,we invest real estate,135,Wemmel
92,9034037,apartment,apartment,269500,for sale,3010,xl,installed,2004.0,good,gas,2.0,False,False,False,,1.0,3433489,immo-time,70,Kessel-Lo
93,9027875,apartment,apartment,349000,for sale,1180,xl,installed,1965.0,good,fueloil,2.0,False,True,False,,,1744558,chrysalide sprl,93,Uccle
94,9039308,apartment,apartment,441000,for sale,9000,xl,installed,2020.0,good,gas,2.0,False,False,False,,,348077,trevi gent,82,Gand
95,8945100,apartment,apartment,649000,for sale,1050,xl,hyper equipped,1930.0,good,fueloil,4.0,True,True,False,,,1899804,No agency,250,Ixelles
96,9040796,apartment,apartment,200000,for sale,6700,xl,installed,2006.0,good,gas,2.0,False,False,False,1.0,1.0,3386269,topimmo bastogne - arlon - neufchâteau,76,Arlon
97,9023581,apartment,apartment,175000,for sale,7000,xl,hyper equipped,2020.0,as new,gas,2.0,False,True,False,,20.0,1400721,concept confort sprl,95,Mons
98,9023542,apartment,apartment,127500,for sale,7000,xl,hyper equipped,2020.0,as new,gas,1.0,False,True,False,,20.0,1400721,concept confort sprl,58,Mons
99,8917208,apartment,apartment,282500,for sale,1180,xl,usa hyper equipped,2021.0,as new,gas,1.0,False,False,False,,,1912369,thomas &amp; piron - bâtiment,74,Uccle
100,8946446,apartment,apartment,189500,for sale,6880,xl,hyper equipped,2020.0,as new,gas,2.0,False,True,False,,18.0,3346893,honesty libramont - 5 agences lux. et namur,84,Bertrix
101,8971504,apartment,apartment,235000,for sale,1000,xl,usa hyper equipped,2018.0,as new,gas,1.0,False,True,False,,,3623946,by the way,50,Bruxelles
102,8975030,apartment,apartment,260000,for sale,1435,xl,usa installed,2020.0,as new,gas,2.0,False,True,False,,,2352,latour et petit vente,88,Mont-Saint-Guibert
103,8482936,apartment,penthouse,287000,for sale,7000,xl,usa hyper equipped,2018.0,just renovated,gas,3.0,False,True,False,,,2092543,No agency,107,Mons
104,8892306,apartment,flat studio,250000,for sale,1180,xl,usa hyper equipped,2021.0,as new,gas,0.0,False,True,False,1.0,1.0,2352,latour et petit vente,62,Uccle
105,9000197,apartment,apartment,294000,for sale,1200,xl,usa hyper equipped,2021.0,as new,gas,1.0,False,True,False,,,2352,latour et petit vente,63,Woluwe-Saint-Lambert
106,9024772,apartment,penthouse,339750,for sale,1070,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,True,False,,1.0,1942392,bathim &amp; co,122,Anderlecht
107,8987721,apartment,apartment,348000,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,1.0,False,True,False,,20.0,2352,latour et petit vente,76,Auderghem
108,8987718,apartment,apartment,368000,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,2.0,False,True,False,,20.0,2352,latour et petit vente,93,Auderghem
109,8747874,apartment,apartment,375000,for sale,1200,xl,hyper equipped,2017.0,as new,gas,2.0,False,True,False,1.0,,3392117,No agency,105,Woluwe-St-Lambert
110,9014569,apartment,apartment,312000,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,1.0,False,False,False,1.0,,2352,latour et petit vente,66,Auderghem
111,8935825,apartment,penthouse,318000,for sale,1435,xl,usa installed,2020.0,as new,gas,2.0,False,True,False,,,2352,latour et petit vente,87,Mont-Saint-Guibert
112,8271333,apartment,apartment,290000,for sale,6600,xl,installed,2018.0,as new,gas,2.0,False,True,False,,,5216,topimmo bastogne - arlon - neufchâteau,103,Bastogne
113,9014550,apartment,apartment,426000,for sale,1200,xl,hyper equipped,2021.0,as new,gas,2.0,False,True,False,1.0,1.0,2352,latour et petit vente,93,Woluwe-Saint-Lambert
114,8873435,apartment,apartment,399000,for sale,1070,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,True,False,1.0,,1942392,bathim &amp; co,113,Anderlecht
115,8312581,apartment,penthouse,455000,for sale,1410,xl,not installed,2012.0,as new,gas,3.0,False,False,False,,,1912369,thomas &amp; piron - bâtiment,124,Waterloo
116,8940352,apartment,apartment,428000,for sale,1435,xl,usa hyper equipped,2022.0,as new,gas,2.0,False,True,False,1.0,1.0,1573,hendrix immobilière,117,Mont-Saint-Guibert
117,8950408,apartment,penthouse,464500,for sale,1200,xl,usa installed,2016.0,as new,gas,2.0,False,False,False,,1.0,2595964,lecobel vaneau vente neuf,137,WOLUWE%20SAINT%20LAMBERT
118,8903549,apartment,apartment,458000,for sale,1200,xl,usa hyper equipped,2021.0,as new,gas,3.0,False,True,False,1.0,1.0,2352,latour et petit vente,109,Woluwe-Saint-Lambert
119,9017519,apartment,apartment,450000,for sale,1160,xl,usa installed,2018.0,as new,gas,3.0,False,True,False,,1.0,1599583,engel &amp; vÖlkers pavillon d&#039;ixelles,126,Auderghem
120,8935824,apartment,penthouse,402000,for sale,1435,xl,usa installed,2020.0,as new,gas,3.0,False,True,False,,,2352,latour et petit vente,124,Mont-Saint-Guibert
121,8703119,apartment,penthouse,476000,for sale,1130,xl,usa hyper equipped,2017.0,as new,gas,3.0,False,False,False,,,1643418,trevi est,156,HAREN%20(BRU.)
122,8841975,apartment,apartment,499000,for sale,1200,xl,usa hyper equipped,2022.0,as new,gas,3.0,False,True,False,,2.0,1364801,victoire (immobilier neuf),124,Woluwe-Saint-Lambert
123,8855273,apartment,apartment,510000,for sale,1050,xl,usa hyper equipped,2018.0,as new,gas,3.0,False,True,False,1.0,1.0,2595964,lecobel vaneau vente neuf,116,Ixelles
124,8903563,apartment,apartment,499000,for sale,1200,xl,hyper equipped,2021.0,as new,gas,3.0,False,True,False,1.0,1.0,2352,latour et petit vente,124,Woluwe-Saint-Lambert
125,9013277,apartment,loft,557600,for sale,1040,xl,hyper equipped,1897.0,just renovated,gas,2.0,False,True,False,1.0,,2727532,bright immo sprl,136,Etterbeek
126,8909856,apartment,penthouse,499000,for sale,1080,xl,usa hyper equipped,2018.0,as new,gas,3.0,False,False,False,,,214909,noa  real estate,214,Molenbeek-Saint-Jean
127,8950407,apartment,penthouse,479000,for sale,1200,xl,usa installed,2016.0,as new,gas,2.0,False,False,False,,1.0,2595964,lecobel vaneau vente neuf,135,WOLUWE%20SAINT%20LAMBERT
128,8909855,apartment,penthouse,625000,for sale,1200,xl,usa hyper equipped,2015.0,as new,gas,3.0,False,False,False,,1.0,214909,noa  real estate,164,Woluwe-Saint-Lambert
129,8940436,apartment,apartment,625000,for sale,1200,xl,hyper equipped,2017.0,as new,gas,3.0,False,False,False,,,2352,latour et petit vente,164,Woluwe-Saint-Lambert
130,8952405,apartment,apartment,769000,for sale,1180,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,True,False,,1.0,1614,victoire (vente),142,Uccle
131,8974454,apartment,duplex,775000,for sale,1200,xl,usa hyper equipped,2016.0,as new,gas,4.0,False,False,False,1.0,,1643418,trevi est,238,WOLUWE-SAINT-LAMBERT
132,8977504,apartment,penthouse,795000,for sale,1150,xl,hyper equipped,2019.0,as new,gas,2.0,False,True,False,1.0,,1942392,bathim &amp; co,138,Woluwe-Saint-Pierre
133,9017545,apartment,apartment,630000,for sale,1160,xl,usa installed,2018.0,as new,gas,3.0,False,False,False,1.0,,1599583,engel &amp; vÖlkers pavillon d&#039;ixelles,160,Auderghem
134,9002329,apartment,penthouse,1500000,for sale,1180,xl,usa hyper equipped,2014.0,as new,gas,3.0,False,True,False,1.0,1.0,2595964,lecobel vaneau vente neuf,220,Uccle
135,9000195,apartment,penthouse,840000,for sale,1200,xl,hyper equipped,2017.0,as new,gas,4.0,False,False,False,,,2352,latour et petit vente,238,Woluwe-Saint-Lambert
136,8994237,apartment,apartment,769000,for sale,1180,xl,usa hyper equipped,2019.0,as new,gas,2.0,False,True,False,,1.0,1364801,victoire (immobilier neuf),142,Uccle
137,8974452,apartment,duplex,840000,for sale,1200,xl,usa hyper equipped,2016.0,as new,gas,4.0,False,False,False,1.0,,1643418,trevi est,220,WOLUWE-SAINT-LAMBERT
138,8952406,apartment,penthouse,2500000,for sale,1050,xl,usa hyper equipped,2019.0,as new,gas,4.0,False,True,False,,1.0,1614,victoire (vente),277,Ixelles
139,8943751,apartment,apartment,1500000,for sale,1180,xl,installed,2014.0,as new,gas,3.0,False,True,False,2.0,2.0,3330095,brussels sotheby’s  realty - nd,220,Uccle
140,8876611,apartment,apartment,1550000,for sale,1050,xl,hyper equipped,2017.0,as new,gas,3.0,False,True,False,,1.0,2352,latour et petit vente,212,Ixelles
141,9034801,apartment,apartment,106000,for sale,4040,xl,not installed,1967.0,good,fueloil,3.0,False,True,False,,,3659631,artemis partners,100,Herstal
142,9037255,apartment,ground floor,383000,for sale,1160,xl,usa hyper equipped,2022.0,as new,gas,2.0,False,True,False,,20.0,2352,latour et petit vente,101,Auderghem
143,8935749,apartment,penthouse,2500000,for sale,1050,xl,usa hyper equipped,2019.0,as new,gas,4.0,False,True,False,,1.0,1364801,victoire (immobilier neuf),277,Ixelles
144,9026253,apartment,apartment,620000,for sale,1040,xl,hyper equipped,1968.0,as new,gas,3.0,False,True,False,1.0,,2352,latour et petit vente,196,Etterbeek
145,8777614,apartment,apartment,1045000,for sale,8301,xl,installed,1994.0,good,gas,3.0,False,True,False,1.0,,204193,immo cauwe,106,Duinbergen
146,9040924,apartment,apartment,359500,for sale,2000,xl,No infos,2019.0,as new,gas,3.0,False,True,False,,,1750,sidimex antwerpen,116,Anvers
147,9030647,apartment,apartment,445000,for sale,1200,xl,installed,1991.0,as new,gas,3.0,False,False,False,,,145409,expertissimmo,146,Woluwe-Saint-Lambert
148,9039860,apartment,apartment,295000,for sale,9000,xl,No infos,1960.0,to be done up,electric,2.0,False,True,False,1.0,,38321,axel lenaerts makelaars,110,Gand
149,9030582,apartment,apartment,300000,for sale,9400,xl,usa hyper equipped,2020.0,as new,gas,2.0,False,False,False,1.0,,989031,pajota ninove,104,Ninove
150,9039024,apartment,apartment,245000,for sale,6800,xl,installed,2008.0,as new,electric,2.0,False,False,False,,2.0,3386206,topimmo bastogne - arlon - neufchâteau,128,Libramont-Chevigny
151,9030572,apartment,penthouse,1500000,for sale,1180,xl,hyper equipped,2017.0,as new,gas,3.0,False,True,False,1.0,1.0,1364801,victoire (immobilier neuf),220,Uccle
152,7449876,apartment group,apartment group,86400 - 360000,for sale,4000,xl,No infos,1980.0,as new,gas,3.0,False,False,False,,,558223,cd consult,54,Liege
153,9031391,apartment,apartment,197500,for sale,1140,xl,hyper equipped,1980.0,just renovated,gas,1.0,False,True,False,1.0,,1229100,direct immo,70,Evere
154,7342046,apartment group,apartment group,12500 - 210000,for sale,7860,xl,No infos,1952.0,just renovated,gas,1.0,False,False,False,,,1548676,immo nobels,70,Lessines
155,8314742,apartment group,apartment group,100297.85 - 242826.36,for sale,5590,xl,No infos,1952.0,just renovated,gas,1.0,False,False,False,,,1912369,thomas &amp; piron - bâtiment,39,Ciney
156,8314535,apartment group,apartment group,104000 - 245000,for sale,5060,xl,No infos,1952.0,just renovated,gas,1.0,False,False,False,,76.0,1912369,thomas &amp; piron - bâtiment,34,Sambreville
157,8905345,apartment group,apartment group,25000 - 282000,for sale,1500,xl,No infos,1952.0,just renovated,gas,1.0,False,False,False,1.0,,989034,pajota halle,91,Halle
158,8989412,apartment,penthouse,92000,for sale,4020,xl,not installed,1952.0,to be done up,fueloil,1.0,False,True,False,,,999811,engel &amp; völkers liège,29,Li%C3%A8ge
159,9016516,apartment group,apartment group,64000 - 719000,for sale,9000,xl,No infos,1968.0,to be done up,fueloil,1.0,False,False,False,,,2844275,tondelier development nv,30,Gand
160,8923633,apartment,duplex,99000,for sale,4500,xl,installed,1968.0,to be done up,gas,2.0,False,True,False,,,682408,label immo sprl,100,Huy
161,8842199,apartment group,apartment group,110000 - 299000,for sale,6800,xl,No infos,1973.0,to be done up,gas,2.0,False,False,False,39.0,,1912369,thomas &amp; piron - bâtiment,39,Libramont-Chevigny
162,8712823,apartment,apartment,120000,for sale,4000,xl,not installed,1973.0,as new,fueloil,1.0,False,False,False,,,2222,trevi rasquain,56,Li%C3%A8ge
163,8578807,apartment group,apartment group,113228.6 - 200362,for sale,6700,xl,No infos,1973.0,as new,fueloil,1.0,False,False,False,,,695471,double v immobilière,35,Arlon
164,8705030,apartment,apartment,120000,for sale,4000,xl,not installed,1973.0,as new,fueloil,1.0,False,False,False,,,3292073,trevi liege,56,Li%C3%A8ge
165,8899962,apartment group,apartment group,126250 - 369000,for sale,1500,xl,No infos,1929.0,as new,fueloil,1.0,False,False,False,,,989034,pajota halle,1,Halle
166,8048594,apartment group,apartment group,120000 - 281000,for sale,7090,xl,No infos,1929.0,as new,fueloil,1.0,False,False,False,,,1113200,delzelle sa,46,Braine-le-Comte
167,8937121,apartment group,apartment group,125000 - 360000,for sale,1080,xl,No infos,1929.0,as new,fueloil,1.0,False,False,False,13.0,13.0,3467306,haussmann by oralis,40,Molenbeek-Saint-Jean
168,8963134,apartment group,apartment group,127500 - 230000,for sale,7000,xl,No infos,1929.0,as new,fueloil,1.0,False,False,False,,,1400721,concept confort sprl,56,Mons
